season,place,team,points,played,won,draw,loss,goals,goals_taken,goals_diff,aproveitamento,media_gols_marcados,media_gols_sofridos
2013,14,Criciúma,46,38,13,7,18,49,63,-14,121.05263157894737,1.6578947368421053,-0.3684210526315789
2013,15,Fluminense,46,38,12,10,16,43,47,-4,121.05263157894737,1.236842105263158,-0.10526315789473684
2013,16,Flamengo,45,38,12,13,13,43,46,-3,118.42105263157893,1.2105263157894737,-0.07894736842105263
2013,17,Portuguesa,44,38,12,12,14,50,46,4,115.78947368421053,1.2105263157894737,0.10526315789473684
2013,18,Vasco,44,38,11,11,16,50,61,-11,115.78947368421053,1.605263157894737,-0.2894736842105263
2013,19,Ponte Preta,37,38,9,10,19,37,55,-18,97.36842105263158,1.4473684210526316,-0.47368421052631576
2013,20,Náutico,20,38,5,5,28,22,79,-57,52.63157894736842,2.0789473684210527,-1.5
2014,1,Cruzeiro,80,38,24,8,6,67,38,29,210.52631578947367,1.0,0.7631578947368421
2014,2,São Paulo,70,38,20,10,8,59,40,19,184.21052631578948,1.0526315789473684,0.5
2014,3,Internacional,69,38,21,6,11,53,41,12,181.57894736842107,1.0789473684210527,0.3157894736842105
2014,4,Corinthians,69,38,19,12,7,49,31,18,181.57894736842107,0.8157894736842105,0.47368421052631576
2014,5,Atlético Mineiro,62,38,17,11,10,51,38,13,163.1578947368421,1.0,0.34210526315789475
2014,6,Fluminense,61,38,17,10,11,61,42,19,160.5263157894737,1.105263157894737,0.5
2014,7,Grêmio,61,38,17,10,11,36,24,12,160.5263157894737,0.631578947368421,0.3157894736842105
2014,8,Athletico Paranaense,54,38,15,9,14,43,42,1,142.10526315789474,1.105263157894737,0.02631578947368421
2014,9,Santos,53,38,15,8,15,42,35,7,139.4736842105263,0.9210526315789473,0.18421052631578946
2014,10,Flamengo,52,38,14,10,14,46,47,-1,136.8421052631579,1.236842105263158,-0.02631578947368421
2014,11,Sport,52,38,14,10,14,36,46,-10,136.8421052631579,1.2105263157894737,-0.2631578947368421
2014,12,Goiás,47,38,13,8,17,38,40,-2,123.6842105263158,1.0526315789473684,-0.05263157894736842
2014,13,Figueirense,47,38,13,8,17,37,47,-10,123.6842105263158,1.236842105263158,-0.2631578947368421
2014,14,Coritiba,47,38,12,11,15,42,45,-3,123.6842105263158,1.1842105263157894,-0.07894736842105263
2014,15,Chapecoense,43,38,11,10,17,39,44,-5,113.1578947368421,1.1578947368421053,-0.13157894736842105
2014,16,Palmeiras,40,38,11,7,20,34,59,-25,105.26315789473684,1.5526315789473684,-0.6578947368421053
2014,17,Vitória,38,38,10,8,20,37,54,-17,100.0,1.4210526315789473,-0.4473684210526316
2014,18,Bahia,37,38,9,10,19,31,43,-12,97.36842105263158,1.131578947368421,-0.3157894736842105
2014,19,Botafogo,34,38,9,7,22,31,48,-17,89.47368421052632,1.263157894736842,-0.4473684210526316
2014,20,Criciúma,32,38,7,11,20,28,56,-28,84.21052631578947,1.4736842105263157,-0.7368421052631579
2015,1,Corinthians,81,38,24,9,5,71,31,40,213.15789473684214,0.8157894736842105,1.0526315789473684
2015,2,Atlético Mineiro,69,38,21,6,11,65,47,18,181.57894736842107,1.236842105263158,0.47368421052631576
2015,3,Grêmio,68,38,20,8,10,52,32,20,178.94736842105263,0.8421052631578947,0.5263157894736842
2015,4,São Paulo,62,38,18,8,12,53,47,6,163.1578947368421,1.236842105263158,0.15789473684210525
2015,5,Internacional,60,38,17,9,12,39,38,1,157.89473684210526,1.0,0.02631578947368421
2015,6,Sport,59,38,15,14,9,53,38,15,155.26315789473685,1.0,0.39473684210526316
2015,7,Santos,58,38,16,10,12,59,41,18,152.63157894736844,1.0789473684210527,0.47368421052631576
2015,8,Cruzeiro,55,38,15,10,13,44,35,9,144.73684210526315,0.9210526315789473,0.23684210526315788
2015,9,Palmeiras,53,38,15,8,15,60,51,9,139.4736842105263,1.3421052631578947,0.23684210526315788
2015,10,Athletico Paranaense,51,38,14,9,15,43,48,-5,134.21052631578948,1.263157894736842,-0.13157894736842105
2015,11,Ponte Preta,51,38,13,12,13,41,40,1,134.21052631578948,1.0526315789473684,0.02631578947368421
2015,12,Flamengo,49,38,15,4,19,45,53,-8,128.94736842105263,1.394736842105263,-0.21052631578947367
2015,13,Fluminense,47,38,14,5,19,40,49,-9,123.6842105263158,1.2894736842105263,-0.23684210526315788
2015,14,Chapecoense,47,38,12,11,15,34,44,-10,123.6842105263158,1.1578947368421053,-0.2631578947368421
2015,15,Coritiba,44,38,11,11,16,31,42,-11,115.78947368421053,1.105263157894737,-0.2894736842105263
2015,16,Figueirense,43,38,11,10,17,36,50,-14,113.1578947368421,1.3157894736842106,-0.3684210526315789
2015,17,Avaí,42,38,11,9,18,38,60,-22,110.5263157894737,1.5789473684210527,-0.5789473684210527
2015,18,Vasco,41,38,10,11,17,28,54,-26,107.89473684210526,1.4210526315789473,-0.6842105263157895
2015,19,Goiás,38,38,10,8,20,39,49,-10,100.0,1.2894736842105263,-0.2631578947368421
2015,20,Joinville,31,38,7,10,21,26,48,-22,81.57894736842105,1.263157894736842,-0.5789473684210527
2016,1,Palmeiras,80,38,24,8,6,62,32,30,210.52631578947367,0.8421052631578947,0.7894736842105263
2016,2,Santos,71,38,22,5,11,59,35,24,186.8421052631579,0.9210526315789473,0.631578947368421
2016,3,Flamengo,71,38,20,11,7,52,35,17,186.8421052631579,0.9210526315789473,0.4473684210526316
2016,4,Atlético Mineiro,62,38,17,11,10,61,53,8,163.1578947368421,1.394736842105263,0.21052631578947367
2016,5,Botafogo,59,38,17,8,13,43,39,4,155.26315789473685,1.0263157894736843,0.10526315789473684
2016,6,Athletico Paranaense,57,38,17,6,15,38,32,6,150.0,0.8421052631578947,0.15789473684210525
2016,7,Corinthians,55,38,15,10,13,48,42,6,144.73684210526315,1.105263157894737,0.15789473684210525
2016,8,Ponte Preta,53,38,15,8,15,48,52,-4,139.4736842105263,1.368421052631579,-0.10526315789473684
2016,9,Grêmio,53,38,14,11,13,41,44,-3,139.4736842105263,1.1578947368421053,-0.07894736842105263
2016,10,São Paulo,52,38,14,10,14,44,36,8,136.8421052631579,0.9473684210526315,0.21052631578947367
2016,11,Chapecoense,52,38,13,13,12,49,56,-7,136.8421052631579,1.4736842105263157,-0.18421052631578946
2016,12,Cruzeiro,51,38,14,9,15,48,49,-1,134.21052631578948,1.2894736842105263,-0.02631578947368421
2016,13,Fluminense,50,38,13,11,14,45,45,0,131.57894736842107,1.1842105263157894,0.0
2016,14,Sport,47,38,13,8,17,49,55,-6,123.6842105263158,1.4473684210526316,-0.15789473684210525
2016,15,Coritiba,46,38,11,13,14,41,42,-1,121.05263157894737,1.105263157894737,-0.02631578947368421
2016,16,Vitória,45,38,12,9,17,51,53,-2,118.42105263157893,1.394736842105263,-0.05263157894736842
2016,17,Internacional,43,38,11,10,17,35,41,-6,113.1578947368421,1.0789473684210527,-0.15789473684210525
2016,18,Figueirense,37,38,8,13,17,30,50,-20,97.36842105263158,1.3157894736842106,-0.5263157894736842
2016,19,Santa Cruz,31,38,8,7,23,45,69,-24,81.57894736842105,1.8157894736842106,-0.631578947368421
2016,20,América Mineiro,28,38,7,7,24,23,58,-35,73.68421052631578,1.5263157894736843,-0.9210526315789473
2017,1,Corinthians,72,38,21,9,8,50,30,20,189.4736842105263,0.7894736842105263,0.5263157894736842
2017,2,Palmeiras,63,38,19,6,13,61,45,16,165.78947368421052,1.1842105263157894,0.42105263157894735
2017,3,Santos,63,38,17,12,9,42,32,10,165.78947368421052,0.8421052631578947,0.2631578947368421
2017,4,Grêmio,62,38,18,8,12,55,36,19,163.1578947368421,0.9473684210526315,0.5
2017,5,Cruzeiro,57,38,15,12,11,47,39,8,150.0,1.0263157894736843,0.21052631578947367
2017,6,Flamengo,56,38,15,11,12,49,38,11,147.36842105263156,1.0,0.2894736842105263
2017,7,Vasco,56,38,15,11,12,40,47,-7,147.36842105263156,1.236842105263158,-0.18421052631578946
2017,8,Chapecoense,54,38,15,9,14,47,49,-2,142.10526315789474,1.2894736842105263,-0.05263157894736842
2017,9,Atlético Mineiro,54,38,14,12,12,52,49,3,142.10526315789474,1.2894736842105263,0.07894736842105263
2017,10,Botafogo,53,38,14,11,13,45,42,3,139.4736842105263,1.105263157894737,0.07894736842105263
2017,11,Athletico Paranaense,51,38,14,9,15,45,43,2,134.21052631578948,1.131578947368421,0.05263157894736842
2017,12,Bahia,50,38,13,11,14,50,48,2,131.57894736842107,1.263157894736842,0.05263157894736842
2017,13,São Paulo,50,38,13,11,14,48,49,-1,131.57894736842107,1.2894736842105263,-0.02631578947368421
2017,14,Fluminense,47,38,11,14,13,50,53,-3,123.6842105263158,1.394736842105263,-0.07894736842105263
2017,15,Sport,45,38,12,9,17,46,58,-12,118.42105263157893,1.5263157894736843,-0.3157894736842105
2017,16,Vitória,43,38,11,10,17,50,58,-8,113.1578947368421,1.5263157894736843,-0.21052631578947367
2017,17,Coritiba,43,38,11,10,17,42,51,-9,113.1578947368421,1.3421052631578947,-0.23684210526315788
2017,18,Avaí,43,38,10,13,15,29,48,-19,113.1578947368421,1.263157894736842,-0.5
2017,19,Ponte Preta,39,38,10,9,19,37,52,-15,102.63157894736842,1.368421052631579,-0.39473684210526316
2017,20,Atlético Goianiense,36,38,9,9,20,38,56,-18,94.73684210526315,1.4736842105263157,-0.47368421052631576
2018,1,Palmeiras,80,38,23,11,4,64,26,38,210.52631578947367,0.6842105263157895,1.0
2018,2,Flamengo,72,38,21,9,8,59,29,30,189.4736842105263,0.7631578947368421,0.7894736842105263
2018,3,Internacional,69,38,19,12,7,51,29,22,181.57894736842107,0.7631578947368421,0.5789473684210527
2018,4,Grêmio,66,38,18,12,8,48,27,21,173.6842105263158,0.7105263157894737,0.5526315789473685
2018,5,São Paulo,63,38,16,15,7,46,34,12,165.78947368421052,0.8947368421052632,0.3157894736842105
2018,6,Atlético Mineiro,59,38,17,8,13,56,43,13,155.26315789473685,1.131578947368421,0.34210526315789475
2018,7,Athletico Paranaense,57,38,16,9,13,54,37,17,150.0,0.9736842105263158,0.4473684210526316
2018,8,Cruzeiro,53,38,14,11,13,34,34,0,139.4736842105263,0.8947368421052632,0.0
2018,9,Botafogo,51,38,13,12,13,38,46,-8,134.21052631578948,1.2105263157894737,-0.21052631578947367
2018,10,Santos,50,38,13,11,14,46,40,6,131.57894736842107,1.0526315789473684,0.15789473684210525
2018,11,Bahia,48,38,12,12,14,39,41,-2,126.3157894736842,1.0789473684210527,-0.05263157894736842
2018,12,Fluminense,45,38,12,9,17,32,46,-14,118.42105263157893,1.2105263157894737,-0.3684210526315789
2018,13,Corinthians,44,38,11,11,16,34,35,-1,115.78947368421053,0.9210526315789473,-0.02631578947368421
2018,14,Chapecoense,44,38,11,11,16,34,50,-16,115.78947368421053,1.3157894736842106,-0.42105263157894735
2018,15,Ceará,44,38,10,14,14,32,38,-6,115.78947368421053,1.0,-0.15789473684210525
2018,16,Vasco,43,38,10,13,15,41,48,-7,113.1578947368421,1.263157894736842,-0.18421052631578946
2018,17,Sport,42,38,11,9,18,35,57,-22,110.5263157894737,1.5,-0.5789473684210527
2018,18,América Mineiro,40,38,10,10,18,30,47,-17,105.26315789473684,1.236842105263158,-0.4473684210526316
2018,19,Vitória,37,38,9,10,19,36,63,-27,97.36842105263158,1.6578947368421053,-0.7105263157894737
2018,20,Paraná,23,38,4,11,23,18,57,-39,60.526315789473685,1.5,-1.0263157894736843
2019,1,Flamengo,90,38,28,6,4,86,37,49,236.84210526315786,0.9736842105263158,1.2894736842105263
2019,2,Santos,74,38,22,8,8,60,33,27,194.73684210526315,0.868421052631579,0.7105263157894737
2019,3,Palmeiras,74,38,21,11,6,61,32,29,194.73684210526315,0.8421052631578947,0.7631578947368421
2019,4,Grêmio,65,38,19,8,11,64,39,25,171.05263157894737,1.0263157894736843,0.6578947368421053
2019,5,Athletico Paranaense,64,38,18,10,10,51,32,19,168.42105263157893,0.8421052631578947,0.5
2019,6,São Paulo,63,38,17,12,9,39,30,9,165.78947368421052,0.7894736842105263,0.23684210526315788
2019,7,Internacional,57,38,16,9,13,44,39,5,150.0,1.0263157894736843,0.13157894736842105
2019,8,Corinthians,56,38,14,14,10,42,34,8,147.36842105263156,0.8947368421052632,0.21052631578947367
2019,9,Fortaleza,53,38,15,8,15,50,49,1,139.4736842105263,1.2894736842105263,0.02631578947368421
2019,10,Goiás,52,38,15,7,16,46,64,-18,136.8421052631579,1.6842105263157894,-0.47368421052631576
2019,11,Bahia,49,38,12,13,13,44,43,1,128.94736842105263,1.131578947368421,0.02631578947368421
2019,12,Vasco,49,38,12,13,13,39,45,-6,128.94736842105263,1.1842105263157894,-0.15789473684210525
2019,13,Atlético Mineiro,48,38,13,9,16,45,49,-4,126.3157894736842,1.2894736842105263,-0.10526315789473684
2019,14,Fluminense,46,38,12,10,16,38,46,-8,121.05263157894737,1.2105263157894737,-0.21052631578947367
2019,15,Botafogo,43,38,13,4,21,31,45,-14,113.1578947368421,1.1842105263157894,-0.3684210526315789
2019,16,Ceará,39,38,10,9,19,36,41,-5,102.63157894736842,1.0789473684210527,-0.13157894736842105
2019,17,Cruzeiro,36,38,7,15,16,27,46,-19,94.73684210526315,1.2105263157894737,-0.5
2019,18,CSA,32,38,8,8,22,24,58,-34,84.21052631578947,1.5263157894736843,-0.8947368421052632
2019,19,Chapecoense,32,38,7,11,20,31,52,-21,84.21052631578947,1.368421052631579,-0.5526315789473685
2019,20,Avaí,20,38,3,11,24,18,62,-44,52.63157894736842,1.631578947368421,-1.1578947368421053
2020,1,Flamengo,71,38,21,8,9,68,48,20,186.8421052631579,1.263157894736842,0.5263157894736842
2020,2,Internacional,70,38,20,10,8,61,35,26,184.21052631578948,0.9210526315789473,0.6842105263157895
2020,3,Atlético Mineiro,68,38,20,8,10,64,45,19,178.94736842105263,1.1842105263157894,0.5
2020,4,São Paulo,66,38,18,12,8,59,41,18,173.6842105263158,1.0789473684210527,0.47368421052631576
2020,5,Fluminense,64,38,18,10,10,55,42,13,168.42105263157893,1.105263157894737,0.34210526315789475
2020,6,Grêmio,59,38,14,17,7,53,40,13,155.26315789473685,1.0526315789473684,0.34210526315789475
2020,7,Palmeiras,58,38,15,13,10,51,37,14,152.63157894736844,0.9736842105263158,0.3684210526315789
2020,8,Santos,54,38,14,12,12,52,51,1,142.10526315789474,1.3421052631578947,0.02631578947368421
2020,9,Athletico Paranaense,53,38,15,8,15,38,36,2,139.4736842105263,0.9473684210526315,0.05263157894736842
2020,10,Red Bull Bragantino,53,38,13,14,11,50,40,10,139.4736842105263,1.0526315789473684,0.2631578947368421
2020,11,Ceará,52,38,14,10,14,54,51,3,136.8421052631579,1.3421052631578947,0.07894736842105263
2020,12,Corinthians,51,38,13,12,13,45,45,0,134.21052631578948,1.1842105263157894,0.0
2020,13,Atlético Goianiense,50,38,12,14,12,40,45,-5,131.57894736842107,1.1842105263157894,-0.13157894736842105
2020,14,Bahia,44,38,12,8,18,48,59,-11,115.78947368421053,1.5526315789473684,-0.2894736842105263
2020,15,Sport,42,38,12,6,20,31,50,-19,110.5263157894737,1.3157894736842106,-0.5
2020,16,Fortaleza,41,38,10,11,17,34,44,-10,107.89473684210526,1.1578947368421053,-0.2631578947368421
2020,17,Vasco,41,38,10,11,17,37,56,-19,107.89473684210526,1.4736842105263157,-0.5
2020,18,Goiás,37,38,9,10,19,41,63,-22,97.36842105263158,1.6578947368421053,-0.5789473684210527
2020,19,Coritiba,31,38,7,10,21,31,54,-23,81.57894736842105,1.4210526315789473,-0.6052631578947368
2020,20,Botafogo,27,38,5,12,21,32,62,-30,71.05263157894737,1.631578947368421,-0.7894736842105263
2021,1,Atlético Mineiro,84,38,26,6,6,67,34,33,221.0526315789474,0.8947368421052632,0.868421052631579
2021,2,Flamengo,71,38,21,8,9,69,36,33,186.8421052631579,0.9473684210526315,0.868421052631579
2021,3,Palmeiras,66,38,20,6,12,58,43,15,173.6842105263158,1.131578947368421,0.39473684210526316
2021,4,Fortaleza,58,38,17,7,14,44,45,-1,152.63157894736844,1.1842105263157894,-0.02631578947368421
2021,5,Corinthians,57,38,15,12,11,40,36,4,150.0,0.9473684210526315,0.10526315789473684
2021,6,Red Bull Bragantino,56,38,14,14,10,55,46,9,147.36842105263156,1.2105263157894737,0.23684210526315788
2021,7,Fluminense,54,38,15,9,14,38,38,0,142.10526315789474,1.0,0.0
2021,8,América Mineiro,53,38,13,14,11,41,37,4,139.4736842105263,0.9736842105263158,0.10526315789473684
2021,9,Atlético Goianiense,53,38,13,14,11,33,36,-3,139.4736842105263,0.9473684210526315,-0.07894736842105263
2021,10,Santos,50,38,12,14,12,35,40,-5,131.57894736842107,1.0526315789473684,-0.13157894736842105
2021,11,Ceará,50,38,11,17,10,39,38,1,131.57894736842107,1.0,0.02631578947368421
2021,12,Internacional,48,38,12,12,14,44,42,2,126.3157894736842,1.105263157894737,0.05263157894736842
2021,13,São Paulo,48,38,11,15,12,31,39,-8,126.3157894736842,1.0263157894736843,-0.21052631578947367
2021,14,Athletico Paranaense,47,38,13,8,17,41,45,-4,123.6842105263158,1.1842105263157894,-0.10526315789473684
2021,15,Cuiabá,47,38,10,17,11,34,37,-3,123.6842105263158,0.9736842105263158,-0.07894736842105263
2021,16,Juventude,46,38,11,13,14,36,44,-8,121.05263157894737,1.1578947368421053,-0.21052631578947367
2021,17,Grêmio,43,38,12,7,19,44,51,-7,113.1578947368421,1.3421052631578947,-0.18421052631578946
2021,18,Bahia,43,38,11,10,17,42,51,-9,113.1578947368421,1.3421052631578947,-0.23684210526315788
2021,19,Sport,38,38,9,11,18,24,37,-13,100.0,0.9736842105263158,-0.34210526315789475
2021,20,Chapecoense,15,38,1,12,25,27,67,-40,39.473684210526315,1.763157894736842,-1.0526315789473684
2022,1,Palmeiras,81,38,23,12,3,66,27,39,213.15789473684214,0.7105263157894737,1.0263157894736843
2022,2,Internacional,73,38,20,13,5,58,31,27,192.10526315789474,0.8157894736842105,0.7105263157894737
2022,3,Fluminense,70,38,21,7,10,63,41,22,184.21052631578948,1.0789473684210527,0.5789473684210527
2022,4,Corinthians,65,38,18,11,9,44,36,8,171.05263157894737,0.9473684210526315,0.21052631578947367
2022,5,Flamengo,62,38,18,8,12,60,39,21,163.1578947368421,1.0263157894736843,0.5526315789473685
2022,6,Athletico Paranaense,58,38,16,10,12,48,48,0,152.63157894736844,1.263157894736842,0.0
2022,7,Atlético Mineiro,58,38,15,13,10,45,37,8,152.63157894736844,0.9736842105263158,0.21052631578947367
2022,8,Fortaleza,55,38,15,10,13,46,39,7,144.73684210526315,1.0263157894736843,0.18421052631578946
2022,9,São Paulo,54,38,13,15,10,55,42,13,142.10526315789474,1.105263157894737,0.34210526315789475
2022,10,América Mineiro,53,38,15,8,15,40,40,0,139.4736842105263,1.0526315789473684,0.0
2022,11,Botafogo,53,38,15,8,15,41,43,-2,139.4736842105263,1.131578947368421,-0.05263157894736842
2022,12,Santos,47,38,12,11,15,44,41,3,123.6842105263158,1.0789473684210527,0.07894736842105263
2022,13,Goiás,46,38,11,13,14,40,53,-13,121.05263157894737,1.394736842105263,-0.34210526315789475
2022,14,Red Bull Bragantino,44,38,11,11,16,49,59,-10,115.78947368421053,1.5526315789473684,-0.2631578947368421
2022,15,Coritiba,42,38,12,6,20,39,60,-21,110.5263157894737,1.5789473684210527,-0.5526315789473685
2022,16,Cuiabá,41,38,10,11,17,31,42,-11,107.89473684210526,1.105263157894737,-0.2894736842105263
2022,17,Ceará,37,38,7,16,15,34,41,-7,97.36842105263158,1.0789473684210527,-0.18421052631578946
2022,18,Atlético Goianiense,36,38,8,12,18,39,57,-18,94.73684210526315,1.5,-0.47368421052631576
2022,19,Avaí,35,38,9,8,21,34,60,-26,92.10526315789474,1.5789473684210527,-0.6842105263157895
2022,20,Juventude,22,38,3,13,22,29,69,-40,57.89473684210527,1.8157894736842106,-1.0526315789473684
2023,1,Palmeiras,70,38,20,10,8,64,33,31,184.21052631578948,0.868421052631579,0.8157894736842105
2023,2,Grêmio,68,38,21,5,12,63,56,7,178.94736842105263,1.4736842105263157,0.18421052631578946
2023,3,Atlético Mineiro,66,38,19,9,10,52,32,20,173.6842105263158,0.8421052631578947,0.5263157894736842
2023,4,Flamengo,66,38,19,9,10,56,42,14,173.6842105263158,1.105263157894737,0.3684210526315789
2023,5,Botafogo,64,38,18,10,10,58,37,21,168.42105263157893,0.9736842105263158,0.5526315789473685
2023,6,Red Bull Bragantino,62,38,17,11,10,49,35,14,163.1578947368421,0.9210526315789473,0.3684210526315789
2023,7,Fluminense,56,38,16,8,14,51,47,4,147.36842105263156,1.236842105263158,0.10526315789473684
2023,8,Athletico Paranaense,56,38,14,14,10,51,43,8,147.36842105263156,1.131578947368421,0.21052631578947367
2023,9,Internacional,55,38,15,10,13,46,45,1,144.73684210526315,1.1842105263157894,0.02631578947368421
2023,10,Fortaleza,54,38,15,9,14,45,44,1,142.10526315789474,1.1578947368421053,0.02631578947368421
2023,11,São Paulo,53,38,14,11,13,40,38,2,139.4736842105263,1.0,0.05263157894736842
2023,12,Cuiabá,51,38,14,9,15,40,39,1,134.21052631578948,1.0263157894736843,0.02631578947368421
2023,13,Corinthians,50,38,12,14,12,47,48,-1,131.57894736842107,1.263157894736842,-0.02631578947368421
2023,14,Cruzeiro,47,38,11,14,13,35,32,3,123.6842105263158,0.8421052631578947,0.07894736842105263
2023,15,Vasco,45,38,12,9,17,41,51,-10,118.42105263157893,1.3421052631578947,-0.2631578947368421
2023,16,Bahia,44,38,12,8,18,50,53,-3,115.78947368421053,1.394736842105263,-0.07894736842105263
2023,17,Santos,43,38,11,10,17,39,64,-25,113.1578947368421,1.6842105263157894,-0.6578947368421053
2023,18,Goiás,38,38,9,11,18,36,53,-17,100.0,1.394736842105263,-0.4473684210526316
2023,19,Coritiba,30,38,8,6,24,41,73,-32,78.94736842105263,1.9210526315789473,-0.8421052631578947
2023,20,América Mineiro,24,38,5,9,24,42,81,-39,63.1578947368421,2.1315789473684212,-1.0263157894736843
2024,1,Botafogo,79,38,23,10,5,59,29,30,207.89473684210526,0.7631578947368421,0.7894736842105263
2024,2,Palmeiras,73,38,22,7,9,60,33,27,192.10526315789474,0.868421052631579,0.7105263157894737
2024,3,Flamengo,70,38,20,10,8,61,42,19,184.21052631578948,1.105263157894737,0.5
2024,4,Fortaleza,68,38,19,11,8,53,39,14,178.94736842105263,1.0263157894736843,0.3684210526315789
2024,5,Internacional,65,38,18,11,9,53,36,17,171.05263157894737,0.9473684210526315,0.4473684210526316
2024,6,São Paulo,59,38,17,8,13,53,43,10,155.26315789473685,1.131578947368421,0.2631578947368421
2024,7,Corinthians,56,38,15,11,12,54,45,9,147.36842105263156,1.1842105263157894,0.23684210526315788
2024,8,Bahia,53,38,15,8,15,49,49,0,139.4736842105263,1.2894736842105263,0.0
2024,9,Vasco,50,38,14,8,16,43,56,-13,131.57894736842107,1.4736842105263157,-0.34210526315789475
2024,10,Cruzeiro,49,37,13,10,14,42,41,1,132.43243243243242,1.1081081081081081,0.02702702702702703
2024,11,Vitória,47,38,13,8,17,45,52,-7,123.6842105263158,1.368421052631579,-0.18421052631578946
2024,12,Atlético Mineiro,47,38,11,14,13,47,54,-7,123.6842105263158,1.4210526315789473,-0.18421052631578946
2024,13,Fluminense,46,38,12,10,16,33,39,-6,121.05263157894737,1.0263157894736843,-0.15789473684210525
2024,14,Grêmio,45,38,12,9,17,44,50,-6,118.42105263157893,1.3157894736842106,-0.15789473684210525
2024,15,Juventude,45,37,11,12,14,48,58,-10,121.62162162162163,1.5675675675675675,-0.2702702702702703
2024,16,Red Bull Bragantino,44,38,10,14,14,44,48,-4,115.78947368421053,1.263157894736842,-0.10526315789473684
2024,17,Athletico Paranaense,42,38,11,9,18,40,46,-6,110.5263157894737,1.2105263157894737,-0.15789473684210525
2024,18,Criciúma,38,38,9,11,18,42,61,-19,100.0,1.605263157894737,-0.5
2024,19,Atlético Goianiense,30,38,7,9,22,29,58,-29,78.94736842105263,1.5263157894736843,-0.7631578947368421
2024,20,Cuiabá,30,38,6,12,20,29,49,-20,78.94736842105263,1.2894736842105263,-0.5263157894736842
